can_dm,can_media_tag,created_at,default_profile,default_profile_image,description,description_urls,fast_followers_count,favourites_count,followers_count,following_count,has_custom_timelines,id,is_blue_verified,is_translator,listed_count,location,media_count,name,normal_followers_count,pinned_tweet_ids,possibly_sensitive,profile_banner_url,profile_image_url,protected,screen_name,statuses_count,translator_type,url,urls,verified,want_retweets
True,False,Sun Apr 04 21:41:18 +0000 2021,True,False,"Romans 3:4 God forbid: yea, let God be true, but every man a liar;",None,0,343231,45788,4578,True,1378824930624745480,True,False,24,Nsambya Kirombe ,7814,ye,45788,None,False,https://pbs.twimg.com/profile_banners/1378824930624745480/1720436070,https://pbs.twimg.com/profile_images/1834319089948381184/Y-7UImRJ_normal.jpg,False,1boreen_ye,243959,none,None,None,False,False
True,True,Tue Jul 18 16:49:59 +0000 2023,True,False,"The Voices Of Community Activists and Leaders of Africa (VOCAL Africa)
 #HumanRights  #SocialJustice",None,0,400,2351,9,False,1681345493438275584,True,False,3,Africa,284,VOCAL Africa,2351,1830135756355993954,False,https://pbs.twimg.com/profile_banners/1681345493438275584/1716794398,https://pbs.twimg.com/profile_images/1794990462148759552/_3x6kx0d_normal.jpg,False,VOCALAfrica_,625,none,https://t.co/SHCZL13gPe,http://vocalafrica.org/,False,False
True,False,Wed Jun 15 12:26:45 +0000 2011,True,False,"For News, Quotes and Opinions on Chelsea FC...",None,0,11941,525867,1720,True,317750296,True,False,1891,,20178,Vince™,525867,1710259304844927127,False,https://pbs.twimg.com/profile_banners/317750296/1622537177,https://pbs.twimg.com/profile_images/1795448430241701889/XVHMZTvc_normal.jpg,False,Blue_Footy,115764,none,None,None,False,False
True,False,Fri Feb 22 22:38:48 +0000 2019,True,False,God first 💪💪 I defend Jesus Christ 24/7. Sarkodie’s fan// SmartWorld CEO// #Chelsea//,None,0,305747,60211,4398,True,1099076065622921217,True,False,61,"Accra, Ghana",9117,GYATA BA🦁 🇬🇭🇬🇧,60211,1805021600829293024,False,https://pbs.twimg.com/profile_banners/1099076065622921217/1665524084,https://pbs.twimg.com/profile_images/1799710271243522048/ZE9CDimn_normal.jpg,False,Gyata_Ba_,303765,none,None,None,False,False
True,False,Fri Jul 29 06:06:49 +0000 2022,True,False,Home of Random thoughts💀,None,0,305970,21067,4361,True,1552898331524866048,True,False,11,Nairobi ,5290,Ch●k●sh°🇰🇪,21067,1841540685511401753,False,https://pbs.twimg.com/profile_banners/1552898331524866048/1701574983,https://pbs.twimg.com/profile_images/1733873920070000640/cgapbI3t_normal.jpg,False,iamennoh,317711,none,None,None,False,False
True,True,Sat Jan 17 19:00:28 +0000 2015,False,False,"ᥣ᰻𝖿ᥱ ᰻s sһ᥆r𝗍 , 𝗍һᥱ ᥕ᥆rᥣძ ᰻s ᥕ᰻ძᥱ ... mᥲkᥱ s᥆mᥱ mᥱm᥆r᰻ᥱs . ☁️",None,0,330,549521,16,False,2982938111,True,False,0,,3723,🍃‏ً,549521,1678730768497930241,False,https://pbs.twimg.com/profile_banners/2982938111/1675799915,https://pbs.twimg.com/profile_images/1519396205733761024/NJFSF5no_normal.jpg,False,tmbIrpics,4114,none,https://t.co/NO0vTmxZfb,http://instagram.com/tmblr_pics01/,False,False
True,False,Fri May 30 13:57:13 +0000 2014,True,False,"•Lead food scientist | Food science expert
| Founder@Fit and healthy citizen
|Food,health,wellness consultancy, training,advocacy |
#healthyfood,#healthylife.",None,0,17786,80046,78283,True,2535137426,True,False,68,"Nairobi, Kenya",2752,Dr.Dennis Adison Ouma.,80046,1553869358925025282,False,https://pbs.twimg.com/profile_banners/2535137426/1618230757,https://pbs.twimg.com/profile_images/1048229315824025600/dIYffONE_normal.jpg,False,DrDennisOuma,18612,none,https://t.co/VIba1afhWZ,http://www.healthycitizen.com,False,False
True,True,Tue May 05 23:38:54 +0000 2020,True,False,Researcher and a Historian || Social Activist ⚖️|| McSouL  || Retweets 🔃 are not endorsements ||,None,0,36860,19774,4507,False,1257816836512628737,True,False,19,Behind Yo,2736,𝑴𝒄𝑺𝒐𝒖𝑳☆,19774,1841559238348304687,False,https://pbs.twimg.com/profile_banners/1257816836512628737/1727650637,https://pbs.twimg.com/profile_images/1826368900314935296/G2LIMmbj_normal.jpg,False,mcsoul9,42969,none,https://t.co/xjaH3MNw1E,http://mcsoul.com.org,False,False
True,False,Wed Nov 27 21:54:39 +0000 2013,True,False,"Holy Mary, Mother of God, Pray for us, Poor Sinners now and in the hour of our death.",None,0,181549,50803,7791,True,2198470996,True,False,104,"Germiston, South Africa",15357,Sir Cabonena Alfred,50803,1822507964164411714,False,https://pbs.twimg.com/profile_banners/2198470996/1689390572,https://pbs.twimg.com/profile_images/1679549579660763146/9qWnFs2i_normal.jpg,False,Lebona_cabonena,249833,none,None,None,False,False
True,True,Sat Mar 27 16:49:14 +0000 2021,True,False,Its been God…respects everyone 🫂❤️,None,0,32186,28248,1797,False,1375852374590390274,True,False,10,"Kampala, Uganda",1426,komugisha Peace,28248,1766338710956573022,False,https://pbs.twimg.com/profile_banners/1375852374590390274/1707569324,https://pbs.twimg.com/profile_images/1751998085016805377/6LCb-aP9_normal.jpg,False,KomugishaPeace,30220,none,None,None,False,False
False,True,Tue Feb 15 13:25:56 +0000 2022,True,False,legendary. Engineering. media,None,0,2719,44743,252,True,1493577092411310083,True,False,27,𝕏,806,X TRENDS.,44743,1800205636489347224,False,https://pbs.twimg.com/profile_banners/1493577092411310083/1718890191,https://pbs.twimg.com/profile_images/1790637825437708289/455YRQWV_normal.jpg,False,XcityTrend,2757,none,None,None,False,False
False,False,Sat Aug 06 14:27:54 +0000 2022,True,False,Hate me or Date me || Electrical & Electronics Engineer|| Un Employed🙄,None,0,40380,16281,9031,False,1555923577660211200,True,False,4,Kampala-Mubende-Bunyoro ,4389,Daniel Bats,16281,1841516139253530842,False,https://pbs.twimg.com/profile_banners/1555923577660211200/1726745755,https://pbs.twimg.com/profile_images/1809348695894392832/Dv5Hbpg2_normal.jpg,False,DanielBats_,58374,none,https://t.co/GpfJifmLGW,https://www.instagram.com/daniebats1,False,False
True,True,Mon Jun 13 08:45:35 +0000 2022,True,False,Telling the African stories to the world.,None,0,227,786020,8,True,1536268354830360576,True,False,1184,Africa,12792,African Hub,786020,1826999929732038866,False,https://pbs.twimg.com/profile_banners/1536268354830360576/1658758989,https://pbs.twimg.com/profile_images/1538885032823119877/aHw5kDd-_normal.jpg,False,AfricanHub_,15462,none,https://t.co/tilsDlDOzh,https://ko-fi.com/africanhub,False,False
True,False,Thu Apr 17 16:46:41 +0000 2014,True,False,"Lawyer: Immigration Consultant, Brand Promoter, Car dealer extraordinaire. Email:igarra@yahoo.com",None,0,275422,92525,3993,True,2450068830,True,False,67,Ask for my location ,8355,Duke of Africa,92525,None,False,https://pbs.twimg.com/profile_banners/2450068830/1699605308,https://pbs.twimg.com/profile_images/1716455433051803648/eFJ2UOHq_normal.jpg,False,Allezamani,389857,none,None,None,False,False
